Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Account_Tenure,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Credit_Card_Type_Business,Credit_Card_Type_Gold,Credit_Card_Type_Platinum,Credit_Card_Type_Standard,Credit_Card_Type_Student,Employment_Status_EMP,Employment_Status_Employed,Employment_Status_Self-employed,Employment_Status_Unemployed,Employment_Status_employed,Employment_Status_retired,Location_Chicago,Location_Houston,Location_Los Angeles,Location_New York,Location_Phoenix
20,67638.0,498.0,0.430783116565518,0,0,27446.0,0.189474357884943,17,1,0,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
37,81234.0,339.0,0.645693982494586,0,1,91557.0,0.183806750834375,0,2,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
41,159356.0,658.0,0.465124993926937,5,0,44449.0,0.269109246839423,19,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
71,150230.0,627.0,0.436198466649435,4,1,31316.0,0.230000820642817,5,2,0,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
73,120570.0,820.0,0.496336628111429,1,0,61186.0,0.193255565445344,4,2,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50,117795.0,591.0,0.677266039212318,3,1,51016.0,0.262904198042844,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
41,62295.0,715.0,0.361467688433979,3,1,86488.0,0.278357197172411,18,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69,70479.0,361.0,0.486694296489593,5,0,11308.0,0.314178542046026,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
28,166836.0,495.0,0.549055567555686,0,0,62253.0,0.249608052862573,15,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
66,18267.0,541.0,0.732044380717047,6,0,,0.199239930533996,11,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,118333.0,486.0,0.452140644640116,3,0,72809.0,0.202707911400875,7,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53,119573.0,465.0,0.356435322789655,0,0,89660.0,0.421297272922618,15,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
55,136790.0,655.0,0.403127811145528,4,0,42551.0,0.174824231363825,0,2,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
57,117023.0,700.0,0.710611486603075,1,0,89537.0,0.336318229829127,3,2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
37,112007.0,416.0,0.906661059720693,4,0,56061.0,0.351954632977439,9,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
52,99665.0,789.0,0.237248437262793,5,0,76567.0,0.287872452416433,10,1,2,1,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
65,38289.0,493.0,0.280939676986028,2,0,79013.0,0.476782905840517,16,2,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
42,167424.0,341.0,0.46624064265957,2,1,52259.0,0.350171899302769,6,1,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
52,98613.0,820.0,0.522191219213608,2,0,2200.0,0.484290304830465,11,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,176426.0,736.0,0.657393913110999,4,0,47695.0,0.234893599808512,6,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
46,33017.0,622.0,0.321773398279702,3,0,86828.0,0.236605459010658,11,2,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35,52744.0,700.0,0.287378192670107,1,0,24623.0,0.352753715868001,14,1,2,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63,149415.0,385.0,0.527617430626726,2,1,4265.0,0.273853436268079,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35,32955.0,359.0,0.448319855958566,5,1,77348.0,0.468566542489201,13,1,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19,36677.0,611.0,0.685344199554305,5,1,11251.0,0.334170038363093,12,1,2,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
71,198062.0,538.0,0.597471960638076,2,0,25807.0,0.195542578014328,3,2,2,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
52,137402.0,617.0,0.611075869526643,2,0,78035.0,0.126318359145597,13,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33,38524.0,311.0,0.479103730724626,1,0,68998.0,0.292176140765673,13,2,1,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58,180421.0,679.0,0.971116051713641,2,0,53553.0,0.291087687046676,15,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53,107193.0,316.0,0.332450403681248,1,1,86447.0,0.331376592330838,6,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
50,21949.0,682.0,0.622161966750955,5,0,31449.0,0.42106905737559,18,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,34870.0,622.0,0.246062002585378,2,0,13761.0,0.407911330399392,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
50,59811.0,475.0,0.285306464452109,4,0,23125.0,0.242109896766356,9,1,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
31,42350.0,389.0,0.378530880246909,6,0,50310.0,0.170618059819557,17,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38,118081.0,523.0,0.825864667323605,4,0,74288.0,0.176587886499092,16,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
65,28807.0,728.0,0.552778886090803,5,0,24670.0,0.226319829467862,4,0,2,1,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,,459.0,0.381904386291124,1,0,62561.0,0.263326845196098,11,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
73,,384.0,0.574887265190914,4,0,91970.0,0.330506213896516,5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
25,90353.0,643.0,0.507029576284901,1,0,88423.0,0.219903240310402,8,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
24,42350.0,664.0,0.401605326172176,4,0,11251.0,0.328039197111331,19,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20,76813.0,693.0,0.220674228842354,4,0,85678.0,0.336204014585905,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
34,101900.0,648.0,0.787708496902458,1,1,48942.0,0.314334388259588,14,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
50,,773.0,0.541963625742008,3,0,7468.0,0.18713770029873,5,1,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
65,,781.0,0.934747674693647,4,0,26000.0,0.346782672523595,18,2,0,2,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,68932.0,535.0,0.688064324108176,2,0,82909.0,0.508126962876672,17,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
68,,,0.610263944952208,6,0,27490.0,0.32458968269129,5,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,150230.0,742.0,0.412959134276606,5,1,33472.0,0.1,12,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
72,100999.0,823.0,0.280930887228616,3,0,13355.0,0.42408795720469,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,88963.0,310.0,0.45645380310231,1,0,6118.0,0.229725222330061,12,1,2,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
63,120616.0,345.0,0.275141481158833,3,0,98999.0,0.526571269049569,6,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
47,61540.0,414.0,0.63003807614615,0,0,37658.0,0.311636345136596,14,2,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,53756.0,611.0,0.826530499539426,0,0,94309.0,0.131529930601417,11,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
55,109297.0,806.0,0.447817546776573,4,0,33354.0,0.1,0,1,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
62,,383.0,0.688898194478239,4,0,48942.0,0.453974076267587,14,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
68,53304.0,469.0,0.362154185956628,2,0,31674.0,0.410590498591727,3,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
71,173427.0,550.0,0.439506632358529,6,0,3081.0,0.522601888576669,12,1,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
25,140917.0,725.0,0.337007203086911,5,1,16454.0,0.301092448557355,4,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
44,96317.0,685.0,0.0733733929858979,3,0,63375.0,0.294347011662031,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
44,93832.0,459.0,0.492693330016277,0,0,11587.0,0.261728120784144,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
51,31896.0,834.0,0.52569034751955,4,0,49798.0,0.234170975874077,15,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,,622.0,0.713172199752327,5,0,44454.0,0.260757044554218,5,2,1,0,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
47,70284.0,528.0,0.659087650533857,3,0,30575.0,0.321746333232402,15,2,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50,72043.0,308.0,0.661790579807799,4,0,,0.215609921308789,13,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45,183152.0,656.0,0.305192755376424,4,0,24835.0,0.133071065312601,2,2,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
64,170576.0,337.0,0.591899461214138,0,0,19733.0,0.315987663401417,14,0,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
50,198401.0,523.0,0.816518793096318,0,0,52217.0,0.213380440130656,2,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22,86726.0,584.0,0.575973570141816,4,0,60278.0,0.1,1,2,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
65,180421.0,762.0,0.865718722612999,1,0,91557.0,0.355256739065701,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
36,107658.0,306.0,0.903793222223972,4,0,55345.0,0.189194096188297,8,2,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21,57318.0,770.0,0.44630634594167,5,1,3091.0,0.366178945469073,8,2,2,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
52,38524.0,563.0,0.360612050983885,4,0,32207.0,0.363784810651598,6,2,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
66,161377.0,380.0,0.347707566916209,2,0,98999.0,0.328359001152283,2,0,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34,119573.0,360.0,0.196772835979355,6,0,90739.0,0.549681784035649,17,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
61,167617.0,638.0,0.396319420116895,2,0,85780.0,0.286194815002762,10,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,,627.0,0.741533089951249,2,0,44303.0,0.271436043250141,6,2,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
47,71570.0,341.0,0.0591924849497519,1,0,39582.0,0.368367242141691,8,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46,165580.0,734.0,0.29250931985725,1,0,1217.0,0.29445526378862,0,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
63,154487.0,595.0,0.4745737116696,4,0,89616.0,0.4160493537394,13,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
70,130359.0,835.0,0.32456295987566,2,0,47906.0,0.173119409242447,19,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23,58919.0,784.0,0.394542811151955,1,0,,0.174782555253565,5,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,109074.0,401.0,0.397534065115539,0,0,61210.0,0.376580949132621,6,0,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
58,152326.0,474.0,0.44849195598765,4,1,5626.0,0.183518906066139,9,2,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
54,40934.0,694.0,0.354109060778052,5,0,62561.0,0.360909860644271,6,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
41,126888.0,793.0,0.33775735722889,6,0,63412.0,0.337000284621036,1,0,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
46,73243.0,595.0,0.686861949184246,3,0,62253.0,0.230551171397233,3,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
66,,452.0,0.709930835572069,4,0,46333.0,0.336717016023343,16,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
63,65990.0,766.0,0.223891330950518,3,0,62253.0,0.176540755421576,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
70,180983.0,711.0,0.05,2,0,73733.0,0.200010007373629,9,1,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
48,196415.0,415.0,0.712674969914186,6,0,95276.0,0.276281226158793,18,2,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
52,179506.0,398.0,0.254239916289572,3,0,59691.0,0.307892781907222,14,2,0,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
50,71570.0,634.0,0.542548967691947,2,1,36820.0,0.269636146301214,9,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,104588.0,811.0,0.186865625394356,0,0,65548.0,0.343311596387311,18,1,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
38,146800.0,500.0,0.759550997051934,3,0,29584.0,0.338846641504829,11,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
49,163216.0,768.0,1.0087335790603,6,0,60530.0,0.452936680834814,15,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,193677.0,320.0,0.536561381841067,4,0,36913.0,0.290471465285499,8,1,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,38049.0,673.0,0.481179470308096,2,0,62342.0,0.419456343118412,14,2,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,129821.0,536.0,0.435572084961987,4,1,49798.0,0.392072551289389,16,1,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,115235.0,691.0,0.656359862262582,6,0,95276.0,0.529397728329314,13,1,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,108610.0,467.0,0.613537350186917,1,0,55812.0,0.287274198009772,17,2,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
59,31364.0,739.0,0.700699690710572,2,0,24851.0,0.257964127854701,1,2,0,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48,184160.0,572.0,0.374416695480383,3,0,78289.0,0.425769422224373,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71,59238.0,401.0,0.568023541280929,2,0,20052.0,0.338543257174126,17,1,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,68682.0,339.0,0.39150638665876,4,0,88778.0,0.428165921678389,6,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
57,28807.0,794.0,0.288456870385989,0,0,95136.0,0.37167987979895,12,1,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
63,,799.0,0.491796915799307,2,0,41743.0,0.1,14,1,2,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
41,20569.0,427.0,0.315497453924583,3,0,87110.0,0.337632177703118,0,0,2,2,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
67,25916.0,762.0,0.734745399548517,1,0,,0.331121589795148,10,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
49,127566.0,328.0,0.327615924396835,5,0,82438.0,0.313310690246396,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
64,33888.0,398.0,0.572709188137472,0,0,1806.0,0.286775694587661,4,1,0,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39,152162.0,446.0,0.379315540248055,1,0,4106.0,0.140785647220567,15,2,0,2,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
40,170026.0,788.0,0.555412550087502,2,0,95376.0,0.387417691723832,10,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
19,51187.0,549.0,0.395200685308928,4,0,65387.0,0.337376842809349,5,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,108396.0,378.0,0.248557745028492,6,1,85678.0,0.410195669739742,8,2,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
59,16062.0,690.0,0.596754548190369,4,0,73117.0,0.146124447572474,12,1,2,2,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
19,167617.0,700.0,0.452916875617355,3,0,52256.0,0.350713448954526,7,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
43,187627.0,584.0,0.557196988144491,4,0,10778.0,0.276534066245343,13,2,2,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
34,115235.0,781.0,0.414231412873912,0,0,62010.0,0.314378800992552,0,1,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57,,528.0,0.234412697246309,4,0,29845.0,0.27768403658191,16,2,0,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,99076.0,332.0,0.716635719411251,3,0,62010.0,0.354360792748012,4,2,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
26,190333.0,462.0,0.647351551088217,5,1,29416.0,0.283712687900842,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
60,65612.0,588.0,0.386607804889351,2,0,,0.194808507494431,8,1,1,2,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,162851.0,622.0,0.513955842699759,6,0,77743.0,0.308642541878619,3,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
65,75566.0,338.0,0.708403896632587,2,0,83236.0,0.278582546286449,16,0,1,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
56,177993.0,739.0,0.40859233282752,4,0,24120.0,0.291660637887111,16,0,0,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
46,38049.0,758.0,0.439623098961889,1,0,71588.0,0.1,17,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59,,350.0,0.548726500001474,2,0,24835.0,0.36826360835687,15,1,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
72,125448.0,354.0,0.408181787289082,5,0,,0.268533638265321,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43,146800.0,459.0,0.671418399397404,4,1,17913.0,0.165184642598173,10,1,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
52,134180.0,757.0,0.466219843938512,6,0,16693.0,0.392256351684814,17,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
67,64922.0,658.0,0.343192825001205,3,0,67397.0,0.363636572775293,9,2,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
42,,837.0,0.621727765974799,5,0,45776.0,0.267267980372514,12,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41,24435.0,766.0,0.27157387011373,4,0,60530.0,0.184783062047998,16,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
30,,664.0,0.902975712224842,5,0,,0.317803073467937,17,1,1,1,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24,193998.0,700.0,0.81649927271604,2,0,18952.0,0.31231060845876,9,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
74,164143.0,580.0,0.602699095384203,6,0,44449.0,0.392433428299178,15,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
53,191615.0,796.0,0.58586620436398,3,0,42551.0,0.25562644851395,19,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
62,75566.0,845.0,0.576488283563859,4,0,82482.0,0.419492213486499,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
37,167424.0,813.0,0.402181042816218,0,0,33772.0,0.245974699666423,12,2,2,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18,53513.0,617.0,0.559461929136168,3,0,43870.0,0.165416821545757,17,0,2,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
25,155932.0,754.0,0.31537347790843,0,0,23685.0,0.186771724452271,16,2,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
63,,475.0,0.600763683688036,5,0,75316.0,0.293758846086438,8,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
33,38049.0,508.0,0.673569388606259,1,0,60348.0,0.293448549094126,13,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
31,169786.0,822.0,0.424382779803333,3,0,48437.0,0.332786114075077,16,0,1,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
29,52744.0,796.0,0.380979641169056,5,0,44439.0,0.290962596888155,3,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
68,24435.0,307.0,0.257504595070418,0,1,20374.0,0.397731851606432,17,2,2,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
40,87474.0,429.0,0.791591046713138,2,0,26417.0,0.273890590153742,19,2,0,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32,86726.0,799.0,0.396867193231557,2,0,54622.0,0.100372373512858,14,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,59482.0,346.0,0.460252192796675,1,0,85678.0,0.28789033115342,10,0,2,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,59811.0,792.0,0.560031116999145,3,0,,0.1,11,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
19,,766.0,0.556441528577986,3,0,,0.327139098099769,8,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,147396.0,401.0,0.649312019136214,3,0,7468.0,0.405719299898491,12,1,2,2,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
40,116570.0,556.0,0.424134016032334,5,0,76567.0,0.201377551371748,14,1,2,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
39,39285.0,567.0,0.272266412305817,6,0,37463.0,0.441855668639185,14,1,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
68,43732.0,524.0,0.237266938205536,6,0,53553.0,0.384283124472843,4,2,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42,188420.0,550.0,0.38414895343143,1,0,86846.0,0.420648015541505,18,2,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
39,115497.0,665.0,0.309629905065075,3,0,64110.0,0.318956385643463,19,0,1,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39,153877.0,618.0,0.439276658938448,5,0,36029.0,0.200723482424817,13,2,1,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66,54954.0,825.0,0.761515762151996,2,0,77743.0,0.378081542781413,16,0,1,2,2,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
69,177993.0,818.0,0.424544358823262,0,0,32630.0,0.237539909323166,17,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
59,191517.0,813.0,0.424469827733088,5,0,23047.0,0.311788450610335,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23,168487.0,306.0,0.496720244748842,6,0,5539.0,0.282864900719638,1,1,2,2,2,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
32,,811.0,0.418875001757586,6,1,16699.0,0.412469585679689,0,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71,48307.0,688.0,0.486521752856361,2,0,12707.0,0.373032700592332,9,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
60,86180.0,836.0,0.608173844496269,2,1,45595.0,0.291943420168762,18,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
54,152326.0,847.0,0.676950210952662,0,0,44449.0,0.104839280645984,16,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
50,105852.0,343.0,0.700642639947804,2,1,11155.0,0.236477253347079,11,0,2,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
25,40945.0,442.0,0.911370444146204,1,0,36968.0,0.370422228948441,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
